"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @catiewayne: Yer damn right #slothweek is coming. http://t.co/X1BHSva4Kh @Animalists @mashable @beckycliffe06",FALSE,0,NA,2014-06-11 07:08:05,FALSE,NA,"476621879613358080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FaKartRacer",6,TRUE,FALSE,NA,NA
"Sharkweek?  How about #SlothWeek!  Erik Braa, one of White Tiger Legend's awesome voices, just did this trailer!  http://t.co/afkaFlnxoQ",FALSE,0,NA,2014-06-11 06:35:45,FALSE,NA,"476613741946368002",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whitetigerfilm",0,FALSE,FALSE,NA,NA
"RT @raceagainst30: @AmyP_Hearn RT: @nature_org: If you love animal-themed weeks, be prepared: Sloth Week is coming. http://t.co/HHGE0R4wH7""",FALSE,0,NA,2014-06-11 06:02:21,FALSE,NA,"476605335374168064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmyP_Hearn",1,TRUE,FALSE,NA,NA
"RT @Animalists: You heard right! #SlothWeek is coming to Animalist on June 20th! See a preview now at http://t.co/GjjkBrzYca @AnimalPlanet …",FALSE,0,NA,2014-06-11 05:40:39,FALSE,NA,"476599874310250496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LyssaLoveYou",3,TRUE,FALSE,NA,NA
"RT @EmyDiesel: RT @mashable: GUYS, #SlothWeek is coming. http://t.co/fqwy0AryYo http://t.co/V0YAN5oCJC” @sianfergs",FALSE,0,NA,2014-06-11 05:33:24,FALSE,NA,"476598051591950336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sianfergs",1,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 05:17:27,FALSE,NA,"476594035490947074",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","merp000",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 04:58:08,FALSE,NA,"476589175337013248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","litacarms",464,TRUE,FALSE,NA,NA
"WooHoo!������������""@mashable: GUYS, #SlothWeek is coming. http://t.co/s3Y1tGOp7m http://t.co/MYjZiek7wb”",FALSE,0,"mashable",2014-06-11 04:49:16,FALSE,"476436404336361472","476586943082659843","972651","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OuterSpacePi",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 04:29:12,FALSE,NA,"476581894247948289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","santosb21",464,TRUE,FALSE,NA,NA
"My favorite time of year! ""@mashable: GUYS, #SlothWeek is coming. http://t.co/BAXylPtIyX http://t.co/RpfaxlNtPs”",FALSE,0,"mashable",2014-06-11 04:08:25,FALSE,"476436404336361472","476576663976050688","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LizBson",0,FALSE,FALSE,"-90.08282427","29.93142419"
"June 20th marks to start of #SlothWeek!!!!!! Finally some respect for all that is sloth!",FALSE,2,NA,2014-06-11 04:08:24,FALSE,NA,"476576656883453952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robo417",0,FALSE,FALSE,NA,NA
"Sloth Week starts on June 20th! Sloth yourself with a #SlothWeek Twibbon now. http://t.co/YdjBZJolgN",FALSE,0,NA,2014-06-11 03:55:42,FALSE,NA,"476573462371135488",NA,"<a href=""http://twibbon.com"" rel=""nofollow"">Twibbon</a>","jen_corbs",0,FALSE,FALSE,NA,NA
"RT @luckyfinproject: “@mashable: GUYS, #SlothWeek is coming. http://t.co/lPpg8vEjwc http://t.co/jQd1lsBeBQ” #tonymemmel #MABF",FALSE,0,NA,2014-06-11 03:54:27,FALSE,NA,"476573147571838976",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","LoAndrews13",16,TRUE,FALSE,NA,NA
"@wiiingstween no way! Thanks for the heads up! #SlothWeek",FALSE,1,"wiiingstween",2014-06-11 03:49:43,FALSE,"476533464838451200","476571958164070400","56590505","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adamcloskey",0,FALSE,FALSE,NA,NA
"mashable's photo http://t.co/fhsNX80DRw #slothweek?! So excited!",FALSE,0,NA,2014-06-11 03:41:42,FALSE,NA,"476569938824794112",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","hurstej",0,FALSE,FALSE,NA,NA
"@nehapk you might enjoy my sloth videos! :) https://t.co/nLO3viLMQ6 #SlothWeek",FALSE,0,"nehapk",2014-06-11 03:41:40,FALSE,NA,"476569933191471104","247463380","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CailinONeil",0,FALSE,FALSE,NA,NA
".@nellleo RT @Animalists: You heard right! #SlothWeek is coming to Animalist on June 20th! See a preview now at http://t.co/l7nCcRewlM",FALSE,1,NA,2014-06-11 03:38:05,FALSE,NA,"476569030925766656",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","erin_gee",0,FALSE,FALSE,NA,NA
"RT @Animalists: You heard right! #SlothWeek is coming to Animalist on June 20th! See a preview now at http://t.co/GjjkBrzYca @AnimalPlanet …",FALSE,0,NA,2014-06-11 03:37:15,FALSE,NA,"476568821721858049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CailinONeil",3,TRUE,FALSE,NA,NA
"@Animalists you might enjoy my sloth videos! Would love to work with you for #slothweek :) https://t.co/nLO3viLMQ6",FALSE,0,"Animalists",2014-06-11 03:37:12,FALSE,NA,"476568806932754432","1117365319","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CailinONeil",0,FALSE,FALSE,NA,NA
"Animalist &gt; Sloth Week http://t.co/FWwZskJXd1 via @revision3 you should check out my sloth videos! :) https://t.co/nLO3viLMQ6 #slothweek",FALSE,0,NA,2014-06-11 03:35:30,FALSE,NA,"476568379298299905",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","CailinONeil",0,FALSE,FALSE,NA,NA
"RT @kteash4: “@mashable: GUYS, #SlothWeek is coming. http://t.co/mPOevIcRvU http://t.co/pXlvuOCNUW”@CorinneLynn",FALSE,0,NA,2014-06-11 03:27:03,FALSE,NA,"476566251503116288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CorinneLynn",1,TRUE,FALSE,NA,NA
"RT @Carol_Lorenzo: 10 days ago I helped save a slow-moving mammal http://t.co/XMQxdQLUf5 On 20/06 begins the #SlothWeek http://t.co/KUsVlbX…",FALSE,0,NA,2014-06-11 03:10:35,FALSE,NA,"476562107581100034",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CatiredeCuriepe",1,TRUE,FALSE,NA,NA
"RT @luckyfinproject: “@mashable: GUYS, #SlothWeek is coming. http://t.co/lPpg8vEjwc http://t.co/jQd1lsBeBQ” #tonymemmel #MABF",FALSE,0,NA,2014-06-11 03:09:45,FALSE,NA,"476561899706789888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","loonscall",16,TRUE,FALSE,NA,NA
"RT @luckyfinproject: “@mashable: GUYS, #SlothWeek is coming. http://t.co/lPpg8vEjwc http://t.co/jQd1lsBeBQ” #tonymemmel #MABF",FALSE,0,NA,2014-06-11 03:07:39,FALSE,NA,"476561368787976192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FFisher33",16,TRUE,FALSE,NA,NA
"RT @luckyfinproject: “@mashable: GUYS, #SlothWeek is coming. http://t.co/lPpg8vEjwc http://t.co/jQd1lsBeBQ” #tonymemmel #MABF",FALSE,0,NA,2014-06-11 03:06:33,FALSE,NA,"476561092437495808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","telakiniya",16,TRUE,FALSE,NA,NA
"OMG is it actually #slothweek??",FALSE,0,NA,2014-06-11 03:05:44,FALSE,NA,"476560887529345024",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Anita_Chauhan",0,FALSE,FALSE,NA,NA
"10 days ago I helped save a slow-moving mammal http://t.co/XMQxdQLUf5 On 20/06 begins the #SlothWeek http://t.co/KUsVlbXV1G via @revision3",FALSE,1,NA,2014-06-11 03:04:45,FALSE,NA,"476560640178663424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Carol_Lorenzo",1,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 03:02:06,FALSE,NA,"476559974538416128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","popular_genius",464,TRUE,FALSE,NA,NA
"RT @chri5gut: “@mashable: GUYS, #SlothWeek is coming. http://t.co/bZshdjKRRi http://t.co/mK9aay1cN1” #sloth",FALSE,0,NA,2014-06-11 02:57:50,FALSE,NA,"476558899038810112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C_Sparkss",2,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 02:50:49,FALSE,NA,"476557132666396675",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuv91",464,TRUE,FALSE,NA,NA
"RT @alexkarev: @sanepsychotic !!! RT @mashable: GUYS, #SlothWeek is coming. http://t.co/3arsmdSCgy http://t.co/SyeDAIde9o",FALSE,0,NA,2014-06-11 02:50:35,FALSE,NA,"476557073686097920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanePsychotic",1,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 02:48:38,FALSE,NA,"476556584521576448",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","ahlfit",464,TRUE,FALSE,NA,NA
"RT @luckyfinproject: “@mashable: GUYS, #SlothWeek is coming. http://t.co/lPpg8vEjwc http://t.co/jQd1lsBeBQ” #tonymemmel #MABF",FALSE,0,NA,2014-06-11 02:44:28,FALSE,NA,"476555536452710402",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","J3SS13B",16,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/lOTBcDJjL5 http://t.co/ZM1j6cePeT",FALSE,0,NA,2014-06-11 02:24:05,FALSE,NA,"476550405749751808",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","rke21",0,FALSE,FALSE,NA,NA
"Wha... *FAINTS* RT @mashable: GUYS, #SlothWeek is coming. http://t.co/esNF5UKYZE http://t.co/LD5pVWhXuy",FALSE,0,"mashable",2014-06-11 02:10:05,FALSE,"476436404336361472","476546882861531136","972651","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","yesitsandrew",0,FALSE,FALSE,NA,NA
"Best news of the week right here --&gt; Rejoice! #SlothWeek Is Coming to a Computer Near You: http://t.co/LORavngCj1 @kblevins24 @jbuffin",FALSE,0,NA,2014-06-11 01:53:05,FALSE,NA,"476542605636157440",NA,"<a href=""http://backtoblaq.com"" rel=""nofollow"">Blaq for BlackBerry® 10</a>","nealt8543",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 01:47:43,FALSE,NA,"476541256152391680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kk_215",464,TRUE,FALSE,NA,NA
"RT @MommaBearAJJ: “@mashable: GUYS, #SlothWeek is coming. http://t.co/jQdBsAT7vf http://t.co/Vjh5kUHwzY”@thebritts#OMG",FALSE,0,NA,2014-06-11 01:45:13,FALSE,NA,"476540623449628672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thebritts",1,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 01:45:02,FALSE,NA,"476540580051566592",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","LueckJoey",464,TRUE,FALSE,NA,NA
"@ReturnofBMack #slothweek mashable's photo http://t.co/gvWzhFHeQ7",FALSE,0,"ReturnofBMack",2014-06-11 01:36:33,FALSE,NA,"476538444722995200","2342515688","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","hallarer",0,FALSE,FALSE,NA,NA
"@saaanasiddiqui clearly we need to watch it together!!!! #slothemoji #SlothWeek",FALSE,1,"saaanasiddiqui",2014-06-11 01:21:42,FALSE,"476533908771991553","476534706868322304","700162692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samanthamcaine",0,FALSE,FALSE,NA,NA
"RT @samanthamcaine: My level of excitement for #SlothWeek is at @IMKristenBell x10!! @AnimalPlanet",FALSE,0,NA,2014-06-11 01:18:33,FALSE,NA,"476533915608698880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saaanasiddiqui",1,TRUE,FALSE,NA,NA
"AHHHH oh my. @adamcloskey did you know?! #SlothWeek http://t.co/boBYaLGy61",FALSE,2,NA,2014-06-11 01:16:46,FALSE,NA,"476533464838451200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wiiingstween",0,FALSE,FALSE,NA,NA
"RT @slothsanctuary: SLOTH WEEK 2014 is coming to @Discovery @AnimalPlanet and @Animalists get ready! http://t.co/bU1aFjj04b",FALSE,0,NA,2014-06-11 00:51:38,FALSE,NA,"476527141275049985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","humpbacksusie",12,TRUE,FALSE,NA,NA
"RT @beckycliffe06: SLOTH WEEK 2014 is coming to @Discovery @AnimalPlanet and @Animalists ...get ready! @catiewayne http://t.co/yz7pgUY4HL",FALSE,0,NA,2014-06-11 00:51:33,FALSE,NA,"476527120932274176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","humpbacksusie",5,TRUE,FALSE,NA,NA
"RT @beckycliffe06: #slothweek http://t.co/xBNh5t6Iel",FALSE,0,NA,2014-06-11 00:51:29,FALSE,NA,"476527104964575233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","humpbacksusie",5,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 00:51:08,FALSE,NA,"476527015198089216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","humpbacksusie",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 00:46:55,FALSE,NA,"476525952940261376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wordsRimportant",464,TRUE,FALSE,NA,NA
"My level of excitement for #SlothWeek is at @IMKristenBell x10!! @AnimalPlanet",FALSE,2,NA,2014-06-11 00:41:08,FALSE,NA,"476524498360233985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samanthamcaine",1,FALSE,FALSE,NA,NA
"RT @nature_org: If you love animal-themed weeks or you're @IMKristenBell, be prepared: Sloth Week is coming. http://t.co/s8X5VMCq0p",FALSE,0,NA,2014-06-11 00:40:02,FALSE,NA,"476524219585421312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EARTHRYU",22,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 00:34:54,FALSE,NA,"476522930923659267",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samanthamcaine",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 00:24:27,FALSE,NA,"476520301602562050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saragladney",464,TRUE,FALSE,NA,NA
"“@mashable: GUYS, #SlothWeek is coming. http://t.co/1rokYarIlH http://t.co/quxyigMgUm” Finally. Something more my speed.",FALSE,0,"mashable",2014-06-11 00:15:06,FALSE,"476436404336361472","476517947557818368","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatinoStudio",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-11 00:10:43,FALSE,NA,"476516842924560384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ogolivejuice",464,TRUE,FALSE,NA,NA
"“@mashable: GUYS, #SlothWeek is coming. http://t.co/RfKX8hbUuk http://t.co/0qieJwfeDU” @joshwike",FALSE,1,"mashable",2014-06-11 00:08:57,FALSE,"476436404336361472","476516397313703936","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurenLaRance",0,FALSE,FALSE,NA,NA
"RT @catiewayne: Yer damn right #slothweek is coming. http://t.co/X1BHSva4Kh @Animalists @mashable @beckycliffe06",FALSE,0,NA,2014-06-11 00:06:26,FALSE,NA,"476515764174733313",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RobertJVenegas",6,TRUE,FALSE,NA,NA
"RT @shannonwoodward: There's a sloth week?!! RT @mashable: GUYS, #SlothWeek is coming. http://t.co/8ulbWqGGuC http://t.co/nBeV3FQPsk",FALSE,0,NA,2014-06-11 00:01:42,FALSE,NA,"476514575001845760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZoeMay15",29,TRUE,FALSE,NA,NA
"“@mashable: GUYS, #SlothWeek is coming. http://t.co/kUThGp2BW9 http://t.co/mcx3B4ybda” ������������������������",FALSE,0,"mashable",2014-06-10 23:48:47,FALSE,"476436404336361472","476511325448052736","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aliciabechard",0,FALSE,FALSE,NA,NA
"“@slothsanctuary: SLOTH WEEK 2014 is coming to @Discovery @AnimalPlanet and @Animalists get ready! http://t.co/Sh0ef3Wpqb” @ActionJack_Son",FALSE,1,"slothsanctuary",2014-06-10 23:45:08,FALSE,"476460976217526272","476510404286611456","389006490","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessica_rena8",0,FALSE,FALSE,NA,NA
"Most of my life consists of sleeping and Netflix. #Netflix #SlothWeek",FALSE,0,NA,2014-06-10 23:44:21,FALSE,NA,"476510210031620097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shs_girl2014",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:41:17,FALSE,NA,"476509438225186816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_tuytuytuy",464,TRUE,FALSE,NA,NA
"Sloth week is coming... http://t.co/4L2epKXlP5",FALSE,0,NA,2014-06-10 23:41:06,FALSE,NA,"476509389688700928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpessolani",0,FALSE,FALSE,NA,NA
"“@mashable: GUYS, #SlothWeek is coming. http://t.co/jhPzziMpPg http://t.co/ASTslHin1X”@IMKristenBell",FALSE,0,"mashable",2014-06-10 23:40:10,FALSE,"476436404336361472","476509157802393600","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amy81499862",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:39:58,FALSE,NA,"476509106015330305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amy81499862",464,TRUE,FALSE,NA,NA
"RT @nature_org: If you love animal-themed weeks or you're @IMKristenBell, be prepared: Sloth Week is coming. http://t.co/s8X5VMCq0p",FALSE,0,NA,2014-06-10 23:32:10,FALSE,NA,"476507140467998720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GOPisUnAmerican",22,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:26:18,FALSE,NA,"476505667562639360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XavierNuno91",464,TRUE,FALSE,NA,NA
"@JoleneMergens @mashable we definitely take any opportunity to celebrate #slothweek.  We're more like #slothallyear",FALSE,1,"JoleneMergens",2014-06-10 23:23:39,FALSE,"476438724629102592","476505000374726657","1596302172","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","helloterumi",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:22:59,FALSE,NA,"476504831419367424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","purplefluff",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:20:53,FALSE,NA,"476504302911909888",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Mr_Zamoo",464,TRUE,FALSE,NA,NA
"RT @nature_org: If you love animal-themed weeks or you're @IMKristenBell, be prepared: Sloth Week is coming. http://t.co/s8X5VMCq0p",FALSE,0,NA,2014-06-10 23:16:40,FALSE,NA,"476503240230842369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CG_BabaBirdy",22,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:08:43,FALSE,NA,"476501239899766784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dsjinspring",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:07:40,FALSE,NA,"476500977319550976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosenboss",464,TRUE,FALSE,NA,NA
"RT @catiewayne: Yer damn right #slothweek is coming. http://t.co/X1BHSva4Kh @Animalists @mashable @beckycliffe06",FALSE,0,NA,2014-06-10 23:05:24,FALSE,NA,"476500406965927936",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ratsavage",6,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:05:05,FALSE,NA,"476500328347860992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ratsavage",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 23:00:17,FALSE,NA,"476499119163604992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","applebottomyogi",464,TRUE,FALSE,NA,NA
"RT @nature_org: If you love animal-themed weeks or you're @IMKristenBell, be prepared: Sloth Week is coming. http://t.co/s8X5VMCq0p",FALSE,0,NA,2014-06-10 22:59:58,FALSE,NA,"476499037634703360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Koala_Bee",22,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 22:59:25,FALSE,NA,"476498902674190336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jcaddsx3",464,TRUE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 22:53:00,FALSE,NA,"476497284884987904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Le_Chio",464,TRUE,FALSE,NA,NA
"@texaskatherine SLOTH ALERT:) cc: @Voolly @donnersun ""@mashable: GUYS, #SlothWeek is coming. http://t.co/dT3wyLevzr http://t.co/bhH2BJDINo”",FALSE,1,"mashable",2014-06-10 22:47:49,FALSE,"476436404336361472","476495983371882496","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","p2cat",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 22:43:47,FALSE,NA,"476494965506600960",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","ThePixelated",464,TRUE,FALSE,NA,NA
"@tinymightyheidi “@mashable: GUYS, #SlothWeek is coming. http://t.co/x7YrOu7r99 http://t.co/CEfgPxwrz2”",FALSE,0,"mashable",2014-06-10 22:42:11,FALSE,"476436404336361472","476494563679666177","972651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tobraavery",0,FALSE,FALSE,NA,NA
"RT @mashable: GUYS, #SlothWeek is coming. http://t.co/HzHeJ8Oizt http://t.co/kB5illc4Jg",FALSE,0,NA,2014-06-10 22:37:12,FALSE,NA,"476493310651944961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","s0ftmacabre_",464,TRUE,FALSE,NA,NA
